01.0229	zasja~	gatO
01.0230	guja~	avyakte Sabde
01.0231	guji~	avyakte Sabde
01.0232	arca~	pUjAyAm
01.0233	mleCa~	avyakte Sabde
01.0234	laCa~	lakzaRe
01.0235	lACi~	lakzaRe
01.0236	vACi~	icCAyAm
01.0237	ACi~	AyAme
01.0238	hrICa~	lajjAyAm
01.0239	hurCA~	kOwilye
01.0240	murCA~	mohanasamucCrAyayoH
01.0241	sPurCA~	vistftO
01.0242	yuCa~	pramAde
01.0243	uCi~	uYCe
01.0244	uCI~	vivAse
01.0245	Draja~	gatO
01.0246	Draji~	gatO
01.0247	vraja~	gatO
01.0248	vraji~	gatO
01.0249	Dfja~	gatO
01.0250	Dfji~	gatO
01.0251	Dvaja~	gatO
01.0252	Dvaji~	gatO
01.0253	Drija~	gatO ca
01.0254	kUja~	avyakte Sabde
01.0255	kuji~	avyakte Sabde
01.0256	arja~	arjane
01.0257	zarja~	arjane
01.0258	garja~	Sabde
01.0259	tarja~	Bartsane
01.0260	karja~	vyaTane
01.0261	Karja~	-
01.0262	aja~	gatikzapanayoH
01.0263	teja~	pAlane
01.0264	Kaja~	manTe
01.0265	kaja~	made
01.0266	Kaji~	gativEkalye
01.0267	ejf~	-
01.0268	wuo~sPUrjA~	vajranirGoze
01.0269	kzi\	kzaye
01.0270	kzIja~	avyakte Sabde
01.0271	laja~	Barjane
01.0272	laji~	Barjane
01.0273	lAja~	Barjane Bartsane ca
01.0274	lAji~	Barjane Bartsane ca
01.0275	jaja~	yudDe
01.0276	jaji~	yudDe
01.0277	tuja~	hiMsAyAm
01.0278	tuji~	-
01.0279	gaja~	-
01.0280	gaji~	SabdArTaH
01.0281	gfja~	SabdArTaH gaja! madane ca
01.0282	gfji~	SabdArTaH
01.0283	muja~	SabdArTaH
01.0284	muji~	SabdArTAH
01.0285	vaja~	gatO
01.0286	vraja~	gatO
01.0287	adwa~\	atikramaRahiMsanayoH atikramahiMsayoH
01.0288	vezwa~\	vezwane
01.0289	cezwa~\	cezwAyAm
01.0290	gozwa~\	saNGAte
01.0291	lozwa~\	saNGAte
01.0292	Gawwa~\	calane
01.0293	sPuwa~\	vikasane
01.0294	aWi~\	gatO
01.0295	vaWi~\	ekacaryAyAm
01.0296	maWi~\	Soke
01.0297	kaWi~\	Soke
01.0298	muWi~\	pAlane
01.0299	heWa~\	vibADAyAm
01.0300	eWa~\	ca vibADAyAM
01.0301	hiqi~\	gatyanAdarayoH
01.0302	huqi~\	-
01.0303	kuqi~\	-
01.0304	vaqi~\	viBAjane
01.0305	maqi~\	-
01.0306	Baqi~\	pariBAzaRe
01.0307	piqi~\	saNGAte
01.0308	muqi~\	-
01.0309	tuqi~\	toqane
01.0310	huqi~\	-
01.0311	sPuqi~\	vikasane
01.0312	caqi~\	kope
01.0313	Saqi~\	rujAyAM saNGAte ca
01.0314	taqi~\	tAqane
01.0315	paqi~\	gatO
01.0316	kaqi~\	-
01.0317	Kaqi~\	manTe
01.0318	heqf~\	anAdare
01.0319	hoqf~\	-
01.0320	bAqf~\	AplAvye
01.0321	vAqf~\	AplAvye
01.0322	drAqf~\	viSareRe
01.0323	DrAqf~\	viSareRe
01.0324	SAqf~\	SlAGAyAm
01.0325	SOwf~	garve
01.0326	yOwf~	banDe
01.0327	mrewf~	unmAde
01.0328	mreqf~	unmAde
01.0329	mlewf~	unmAde
01.0330	cawe~	gatO
01.0331	kawe~	varzAvaraRayoH
01.0332	awa~	gatO
01.0333	pawa~	gatO
01.0334	rawa~	pariBAzaRe
01.0335	lawa~	bAlye
01.0336	Sawa~	rujAviSaraRagatyavasAdanezu
01.0337	vawa~	-
01.0338	kiwa~	-
01.0339	Kiwa~	trAse
01.0340	Siwa~	anAdare
01.0341	ziwa~	anAdare
01.0342	jawa~	saNGAte
01.0343	Jawa~	saNGAte
01.0344	Bawa~	-
01.0345	tawa~	ucCrAye
01.0346	Kawa~	kANkzAyAm
01.0347	Rawa~	-
01.0348	piwa~	-
01.0349	hawa~	SabdasaNGAtayoH dIptO ca
01.0350	zawa~	avayave
01.0351	luwa~	-
01.0352	luqa~	viloqane
01.0353	ciwa~	paraprEzye paraprezye
01.0354	viwa~	Sabde
01.0355	biwa~	AkroSe
01.0356	hiwa~	AkroSe
01.0357	iwa~	gatO
01.0358	kiwa~	-
01.0359	kawI~	varzAvaraRayoH
01.0360	heWa~	vibADAyAm
01.0361	maqi~	-
01.0362	kuqi~	-
01.0363	kuwi~	vEkalye
01.0364	muqa~	muwa!' mardane pramardane
01.0365	puqa~	puwa! mardane pramardane
01.0366	muwa~	mardane pramardane
01.0367	puwa~	mardane pramardane
01.0368	cuqi~	alpIBAve
01.0369	muqi~	-
01.0370	puqi~	KaRqane cetyeke
01.0371	ruwi~	steye
01.0372	luwi~	steye
01.0373	ruWi~	-
01.0374	luWi~	-
01.0375	ruqi~	steye ityapare
01.0376	luqi~	steye ityapare
01.0377	vawi~	viBAjane
01.0378	bawi~	viBAjane
01.0379	sPuwi~r	viSaraRe
01.0380	sPuwi~	viSaraRe ityapi kecit
01.0381	paWa~	vyaktAyAM vAci
01.0382	vaWa~	sTOlye
01.0383	baWa~	sTOlye
01.0384	maWa~	madanivAsayoH
01.0385	kaWa~	kfcCrajIvane
01.0386	raWa~	pariBAzaRe
01.0387	rawa~	pariBAzaRe
01.0388	haWa~	plutiSaWatvayoH balAtkAra ityanye
01.0389	ruWa~	upaGAte
01.0390	luWa~	-
01.0391	UWa~	upaGAte
01.0392	uWa~	upaGAte pratiGAte
01.0393	piWa~	hiMsAsaNkleSanayoH
01.0394	SaWa~	hiMsAsaNkleSanayoH kEtave ca
01.0395	SuWa~	gatipratiGAte pratiGAte
01.0396	SuWi~	-
01.0397	kuWi~	-
01.0398	luWi~	-
01.0399	SuWi~	-
01.0400	ruWi~	-
01.0401	luWi~	-
01.0402	cuqqa~	BAvakaraRe
01.0403	aqqa~	aBiyoge
01.0404	kaqqa~	kArkaSye
01.0405	krIqf~	vihAre
01.0406	tuqf~	toqane
01.0407	tUqf~	toqane
01.0408	huqf~	gatO
01.0409	hUqf~	gatO
01.0410	hoqf~	-
01.0411	rOqf~	anAdare
01.0412	roqf~	unmAde
01.0413	loqf~	unmAde
01.0414	aqa~	udyame
01.0415	laqa~	vilAse
01.0416	lala~	vilAse
01.0417	kaqa~	made
01.0418	kaqi~	-
01.0419	gaqi~	vadanEkadeze
01.0420	ti\pf~\	kzaraRe
01.0421	tepf~\	kzaraRe kampane ca
01.0422	zwipf~\	kzaraRe
01.0423	zwepf~\	kzaraRe
01.0424	glepf~\	-
01.0425	wuvepf~\	kampane
01.0426	kepf~\	kampane gatO ca
01.0427	gepf~\	-
01.0428	glepf~\	-
01.0429	mepf~\	gatO
01.0430	repf~\	-
01.0431	lepf~\	gatO
01.0432	hepf~\	ca gatO
01.0433	Depf~\	ca gatO
01.0434	trapU~\z	lajjAyAm
01.0435	kapi~\	calane
01.0436	rabi~\	Sabde
01.0437	labi~\	-
01.0438	abi~\	Sabde
01.0439	labi~\	-
01.0440	kabf~\	varRe
01.0441	klIbf~\	aDArzWye
01.0442	kzIbf~\	made
01.0443	kzIvf~\	made
01.0444	SIBf~\	katTane ca
01.0445	bIBf~\	katTane ca
01.0446	cIBf~\	ca katTane
01.0447	reBf~\	Sabde
01.0448	aBi~\	Sabde kvacitpaWyate
01.0449	raBi~\	Sabde kvacitpaWyate
01.0450	laBi~\	ca Sabde kvacitpaWyate
01.0451	zwaBi~\	pratibanDe
01.0452	skaBi~\	pratibanDe
01.0453	jaBI~\	gAtravinAme
01.0454	jfBi~\	gAtravinAme
01.0455	SalBa~\	katTane
01.0456	valBa~\	Bojane
01.0457	galBa~\	DArzwye
01.0458	SranBu~\	pramAde
01.0459	sranBu~\	-
01.0460	zwuBu~\	stamBe
01.0461	gupU~	rakzaRe
01.0462	DUpa~	santApe
01.0463	japa~	-
01.0464	jalpa~	vyaktAyAM vAci
01.0465	capa~	sAntvane
01.0466	zapa~	samavAye
01.0467	rapa~	vyaktAyAM vAci
01.0468	lapa~	vyaktAyAM vAci
01.0469	cupa~	mandAyAM gatO
01.0470	tupa~	hiMsArTaH
01.0471	tunpa~	hiMsArTaH
01.0472	trupa~	hiMsArTaH
01.0473	trunpa~	hiMsArTaH
01.0474	tuPa~	hiMsArTaH
01.0475	tunPa~	hiMsArTaH
01.0476	truPa~	hiMsArTaH
01.0477	trunPa~	hiMsArTAH
01.0478	parpa~	gatO
01.0479	raPa~	gatO
01.0480	raPi~	gatO
01.0481	arba~	gatO
01.0482	parba~	gatO
01.0483	larba~	gatO
01.0484	barba~	gatO
01.0485	marba~	gatO
01.0486	karba~	gatO
01.0487	Karba~	gatO
01.0488	garba~	gatO
01.0489	Sarba~	gatO
01.0490	zarba~	gatO
01.0491	carba~	gatO carba! adane ca
01.0492	kubi~	-
01.0493	lubi~	ardane
01.0494	tubi~	ardane
01.0495	cubi~	vaktrasaMyoge
01.0496	zfBu~	hiMsArTaH
01.0497	zfnBu~	hiMsArTO
01.0498	ziBu~	hiMsArTaH
01.0499	zinBu~	hiMsArTaH
01.0500	SuBa~	-
01.0501	SunBa~	BAzane BAsana hiMsAyAM dIptO ca
01.0502	GiRi~\	grahaRe
01.0503	GuRi~\	grahaRe
01.0504	GfRi~\	grahaRe
01.0505	GuRa~\	BramaRe
01.0506	GUrRa~\	BramaRe
01.0507	paRa~\	vyavahAre stutO ca
01.0508	pana~\	ca vyavahAre stutO ca
01.0509	BAma~\	kroDe
01.0510	kzamU~\z	sahane
01.0511	kamu~\	kAntO
01.0512	aRa~	Sabde
01.0513	raRa~	Sabde
01.0514	vaRa~	Sabde
01.0515	BaRa~	Sabde
01.0516	maRa~	Sabde
01.0517	kaRa~	Sabde
01.0518	kvaRa~	Sabde
01.0519	vraRa~	Sabde
01.0520	BraRa~	Sabde
01.0521	DvaRa~	Sabde
01.0522	DaRa~	Sabde
01.0523	oRf~	apanayane
01.0524	SoRf~	varRagatyoH
01.0525	SroRf~	saNGAte
01.0526	SloRf~	saNGAte
01.0527	pERf~	gatipreraRaSlezaRezu
01.0528	prERf~	ityapi gatipreraRaSlezaRezu
01.0529	DraRa~	Sabde
01.0530	baRa~	Sabde
01.0531	kanI~	dIptikAntigatizu
01.0532	zwana~	Sabde
01.0533	vana~	Sabde
01.0534	vana~	samBaktO
01.0535	zana~	samBaktO
01.0536	ama~	gatO Sabde samBaktO ca
01.0537	drama~	gatO
01.0538	hamma~	gatO
01.0539	mImf~	-
01.0540	camu~	adane
01.0541	Camu~	adane
01.0542	jamu~	adane
01.0543	Jamu~	adane
01.0544	jimu~	adane
01.0545	kramu~	pAdavikzepe
01.0546	aya~\	-
01.0547	vaya~\	gatO
01.0548	paya~\	gatO
01.0549	maya~\	gatO
01.0550	caya~\	gatO
01.0551	taya~\	-
01.0552	Raya~\	-
01.0553	daya~\	dAnagatirakzaRahiMsAdAnezu
01.0554	raya~\	gatO
01.0555	laya~\	gatO
01.0556	UyI~\	tantusantAne
01.0557	pUyI~\	viSaraRe durganDe ca
01.0558	knUyI~\	Sabda unde ca
01.0559	kzmAyI~\	viDUnane
01.0560	sPAyI~\	vfdDO
01.0561	o~pyAyI~\	vfdDO
01.0562	tAyf~\	santAnapAlanayoH
01.0563	Sala~\	-
01.0564	vala~\	saMvaraRe saYcalane ca
01.0565	valla~\	saMvaraRe saYcalane ca
01.0566	mala~\	DAraRe
01.0567	malla~\	DAraRe
01.0568	Bala~\	pariBAzaRahiMsAdAnezu
01.0569	Balla~\	pariBAzaRahiMsAdAnezu
01.0570	kala~\	SabdasaNKyAnayoH
01.0571	kalla~\	avyakte Sabde aSabda ityeke
01.0572	tevf~\	devane
01.0573	devf~\	devane
01.0574	zevf~\	sevane
01.0575	gevf~\	sevane
01.0576	glevf~\	sevane
01.0577	pevf~\	sevane
01.0578	mevf~\	sevane
01.0579	mlevf~\	sevane
01.0580	Sevf~\	sevane ityapyeke
01.0581	Kevf~\	sevane ityapyeke
01.0582	plevf~\	sevane ityapyeke
01.0583	kevf~\	sevane ityapyeke
01.0584	revf~\	plavagatO
01.0585	mavya~	banDane
01.0586	zUrkzya~	IrzyArTaH
01.0587	Irkzya~	IrzyArTaH
01.0588	Irzya~	IrzyArTAH
01.0589	haya~	gatO
01.0590	Sucya~	aBizave
01.0591	cucya~	aBizave ityeke
01.0592	harya~	gatikAntyoH
01.0593	ala~	BUzaRaparyAptivAraRezu
01.0594	YiPalA~	viSaraRe
01.0595	mIla~	nimezaRe
01.0596	SmIla~	nimezaRe
01.0597	smIla~	nimezaRe
01.0598	kzmIla~	nimezaRe
01.0599	pIla~	pratizwamBe
01.0600	RIla~	varRe
01.0601	SIla~	-
01.0602	kIla~	banDane
01.0603	kUla~	AvaraRe
01.0604	SUla~	rujAyAM saNGAte ca
01.0605	tUla~	nizkarze
01.0606	pUla~	saNGAte
01.0607	mUla~	pratizWAyAm
01.0608	Pala~	nizpattO
01.0609	culla~	BAvakaraRe
01.0610	Pulla~	vikasane
01.0611	cilla~	SETilye BAvakaraRe ca
01.0612	tila~	gatO
01.0613	tilla~	gatO ityeke
01.0614	velf~	calane
01.0615	celf~	calane
01.0616	kelf~	calane
01.0617	Kelf~	calane
01.0618	kzvelf~	calane
01.0619	vella~	calane
01.0620	vehla~	calane
01.0621	pelf~	gatO
01.0622	Pelf~	gatO
01.0623	Self~	gatO
01.0624	zelf~	gatO ityeke
01.0625	sKala~	saYcalane
01.0626	Kala~	-
01.0627	gala~	-
01.0628	zala~	gatO
01.0629	dala~	viSaraRe
01.0630	Svala~	ASugamane
01.0631	Svalla~	ASugamane
01.0632	Kolf~	gatipratiGAte
01.0633	Korf~	gatipratiGAte
01.0634	Dorf~	gaticAturye
01.0635	tsara~	CadmagatO
01.0636	kmara~	hUrCane
01.0637	aBra~	gatO
01.0638	vaBra~	gatO
01.0639	maBra~	gatO
01.0640	cara~	gatO BakzaRe ca
01.0641	zWivu~	nirasane
01.0642	ji\	jaye
01.0643	jIva~	prARaDAraRe
01.0644	pIva~	sTOlye
01.0645	mIva~	sTOlye
01.0646	tIva~	sTOlye
01.0647	RIva~	sTOlye
01.0648	kzivu~	nirasane
01.0649	kzevu~	nirasane
01.0650	urvI~	hiMsArTaH
01.0651	turvI~	hiMsArTaH
01.0652	TurvI~	hiMsArTaH
01.0653	durvI~	hiMsArTaH
01.0654	DurvI~	hiMsArTAH
01.0655	gurvI~	udyamane
01.0656	murvI~	banDane
01.0657	purva~	pUraRe
01.0658	parva~	pUraRe
01.0659	marva~	pUraRe
01.0660	carva~	adane
01.0661	Barva~	hiMsAyAm
01.0662	Barba~	hiMsAyAm ityeke
01.0663	BarBa~	hiMsAyAm ityanye
01.0664	karva~	darpe
01.0665	Karva~	darpe
01.0666	garva~	darpe
01.0667	arva~	hiMsAyAm
01.0668	Sarva~	hiMsAyAm
01.0669	zarva~	hiMsAyAm
01.0670	ivi~	-
01.0671	pivi~	sevane secane ca
01.0672	mivi~	sevane secane ca
01.0673	Rivi~	sevane secane ca
01.0674	zivi~	sevane secane ca
01.0675	hivi~	prIRanArTaH
01.0676	divi~	prIRanArTaH
01.0677	Divi~	prIRanArTaH
01.0678	jivi~	prIRanArTAH
01.0679	rivi~	gatO
01.0680	ravi~	gatO
01.0681	Davi~	gatO
01.0682	kfvi~	hiMsAkaraRayoSca
01.0683	mava~	banDane
01.0684	ava~	-
01.0685	DAvu~^	gatiSudDyoH
01.0686	Dukza~\	sandIpanakleSanajIvanezu
01.0687	Dikza~\	sandIpanakleSanajIvanezu
01.0688	vfkza~\	varaRe
01.0689	Sikza~\	vidyopAdAne
01.0690	Bikza~\	BikzAyAmalABe lABe ca
01.0691	kleSa~\	avyaktAyAM vAci
01.0692	dakza~\	-
01.0693	dIkza~\	mORqyejyopanayananiyamavratAdeSezu
01.0694	Ikza~\	darSane
01.0695	Iza~\	-
01.0696	BAza~\	vyaktAyAM vAci
01.0697	varza~\	snehane
01.0698	gezf~\	anvicCAyAm
01.0699	glezf~\	anvicCAyAm ityeke
01.0700	pezf~\	prayatne
01.0701	ezf~\	-
01.0702	yezf~\	prayatne ityanye
01.0703	jezf~\	gatO
01.0704	Rezf~\	gatO
01.0705	ezf~\	-
01.0706	prezf~\	gatO
01.0707	rezf~\	avyakte Sabde
01.0708	hezf~\	avyakte Sabde
01.0709	hrezf~\	avyakte Sabde
01.0710	kAsf~\	SabdakutsAyAm
01.0711	BAsf~\	dIptO
01.0712	RAsf~\	Sabde
01.0713	rAsf~\	Sabde
01.0714	Rasa~\	kOwilye
01.0715	Byasa~\	Baye
01.0716	zasi~\	icCAyAm
01.0717	grasu~\	adane
01.0718	glasu~\	adane
01.0719	Iha~\	cezwAyAm
01.0720	bahi~\	vfdDO
01.0721	mahi~\	vfdDO
01.0722	ahi~\	gatO
01.0723	garha~\	kutsAyAm
01.0724	galha~\	kutsAyAm
01.0725	barha~\	-
01.0726	balha~\	-
01.0727	varha~\	pariBAzaRahiMsAcCAdanezu
01.0728	valha~\	-
01.0729	pliha~\	gatO
01.0730	vehf~\	prayatne
01.0731	jehf~\	prayatne jehf! gatAvapi
01.0732	bAhf~\	prayatne
01.0733	drAhf~\	nidrAkzaye nikzepa ityeke
01.0734	kASf~\	dIptO
01.0735	Uha~\	vitarke
01.0736	gAhU~\	viloqane
01.0737	gfhU~\	grahaRe
01.0738	glaha~\	grahaRe ca apAdAne
01.0739	Gaza~\	Sabde
01.0740	Guzi~\	kAntikaraRe iti kecit
01.0741	Guzi~r	aviSabdane Sabda ityanye peWuH
01.0742	akzU~	vyAptO
01.0743	takzU~	tvacane
01.0744	tvakzU~	tanUkaraRe
01.0745	ukza~	secane
01.0746	rakza~	pAlane
01.0747	Rikza~	cumbane
01.0748	trakza~	gatO
01.0749	zwrakza~	gatO
01.0750	tfkza~	gatO
01.0751	zwfkza~	gatO
01.0752	Rakza~	gatO
01.0753	vakza~	roze saNGAta ityeke
01.0754	mfkza~	saNGAte
01.0755	mrakza~	saNGAte ityeke
01.0756	takza~	tanUkaraRe
01.0757	pakza~	parigraha ityeke
01.0758	sUrkza~	Adare
01.0759	zarkza~	Adare iti kecit
01.0760	kAkzi~	kANkzAyAm
01.0761	vAkzi~	kANkzAyAm
01.0762	mAkzi~	kANkzAyAm
01.0763	drAkzi~	-
01.0764	DrAkzi~	-
01.0765	DvAkzi~	DmAkzi! kANkzAyAm GoravAsite ca
01.0766	DmAkzi~	kANkzAyAm GoravAsite ca ityeke
01.0767	cUza~	pAne
01.0768	tUza~	tuzwO
01.0769	pUza~	vfdDO
01.0770	mUza~	steye
01.0771	lUza~	BUzAyAm
01.0772	rUza~	BUzAyAm
01.0773	SUza~	prasave
01.0774	sUza~	prasave ityeke
01.0775	yUza~	hiMsAyAm
01.0776	jUza~	ca hiMsAyAm
01.0777	BUza~	alaNkAre
01.0778	tasi~	alaNkAre
01.0779	Uza~	rujAyAm
01.0780	Iza~	-
01.0781	kaza~	-
01.0782	Kaza~	hiMsArTaH
01.0783	Siza~	hiMsArTaH
01.0784	jaza~	hiMsArTaH
01.0785	Jaza~	-
01.0786	Saza~	hiMsArTaH
01.0787	vaza~	hiMsArTaH
01.0788	maza~	hiMsArTaH
01.0789	ruza~	hiMsArTaH
01.0790	riza~	hiMsArTAH
01.0791	Baza~	Bartsane
01.0792	uza~	dAhe
01.0793	jizu~	secane
01.0794	vi\zu~	secane
01.0795	mizu~	secane
01.0796	Rizu~	secane
01.0797	puza~	puzwO
01.0798	Srizu~	dAhe
01.0799	Slizu~	dAhe
01.0800	pruzu~	dAhe
01.0801	pluzu~	dAhe
01.0802	pfzu~	secane hiMsAsaNkleSanayoSca
01.0803	vfzu~	secane hiMsAsaNkleSanayoSca
01.0804	mfzu~	-
01.0805	Gfzu~	saNGarze
01.0806	hfzu~	alIke
01.0807	tusa~	Sabde
